Price,Close,High,Low,Open,Volume
Ticker,CDW,CDW,CDW,CDW,CDW
Datetime,,,,,
2023-06-01 13:30:00+00:00,172.24000549316406,173.63499450683594,170.9600067138672,171.77999877929688,76246
2023-06-01 14:30:00+00:00,171.89999389648438,172.94000244140625,171.7100067138672,172.24000549316406,51779
2023-06-01 15:30:00+00:00,172.57000732421875,172.57000732421875,171.80999755859375,171.91000366210938,59838
2023-06-01 16:30:00+00:00,172.83999633789062,172.88999938964844,172.33999633789062,172.5500030517578,53666
2023-06-01 17:30:00+00:00,173.2899932861328,173.57000732421875,172.6300048828125,172.72999572753906,45577
2023-06-01 18:30:00+00:00,173.61000061035156,174.08999633789062,173.19000244140625,173.24000549316406,69739
2023-06-01 19:30:00+00:00,173.27999877929688,173.74000549316406,173.0500030517578,173.57000732421875,127634
2023-06-02 13:30:00+00:00,174.95989990234375,174.95989990234375,173.0500030517578,174.02000427246094,75319
2023-06-02 14:30:00+00:00,175.52000427246094,175.5399932861328,174.77999877929688,174.9600067138672,90147
2023-06-02 15:30:00+00:00,175.4499969482422,175.55999755859375,174.9250030517578,175.51499938964844,138104
2023-06-02 16:30:00+00:00,175.2899932861328,175.77000427246094,175.02000427246094,175.5800018310547,68004
2023-06-02 17:30:00+00:00,174.32000732421875,175.3699951171875,174.2100067138672,175.24000549316406,70383
2023-06-02 18:30:00+00:00,174.31500244140625,174.75999450683594,174.22000122070312,174.3300018310547,122928
2023-06-02 19:30:00+00:00,174.1699981689453,174.685302734375,174.1300048828125,174.34500122070312,185331
2023-06-05 13:30:00+00:00,170.7899932861328,173.60000610351562,170.16000366210938,173.60000610351562,87883
2023-06-05 14:30:00+00:00,171.1497039794922,171.25,170.58999633789062,170.6699981689453,130339
2023-06-05 15:30:00+00:00,171.1699981689453,171.66250610351562,171.10000610351562,171.13999938964844,112937
2023-06-05 16:30:00+00:00,170.5,171.5,170.47999572753906,171.14999389648438,196613
