Price,Close,High,Low,Open,Volume
Ticker,AWK,AWK,AWK,AWK,AWK
Datetime,,,,,
2023-06-01 13:30:00+00:00,142.68499755859375,144.50999450683594,142.4499969482422,144.4499969482422,132525
2023-06-01 14:30:00+00:00,143.16000366210938,143.38999938964844,142.61000061035156,142.75,120868
2023-06-01 15:30:00+00:00,143.18499755859375,143.57000732421875,143.02499389648438,143.1699981689453,66278
2023-06-01 16:30:00+00:00,143.1199951171875,143.2100067138672,142.22500610351562,143.19000244140625,89561
2023-06-01 17:30:00+00:00,143.23500061035156,143.44000244140625,142.91000366210938,143.10000610351562,130330
2023-06-01 18:30:00+00:00,143.80499267578125,144.11500549316406,143.16000366210938,143.19000244140625,96452
2023-06-01 19:30:00+00:00,143.5800018310547,143.84500122070312,143.3699951171875,143.82000732421875,168098
2023-06-02 13:30:00+00:00,143.14999389648438,143.47999572753906,142.35000610351562,142.8300018310547,171235
2023-06-02 14:30:00+00:00,145.30999755859375,145.5,143.1699981689453,143.1699981689453,81099
2023-06-02 15:30:00+00:00,145.5399932861328,145.7899932861328,145.11000061035156,145.35000610351562,75897
2023-06-02 16:30:00+00:00,145.7100067138672,145.9499969482422,145.27999877929688,145.5399932861328,72612
2023-06-02 17:30:00+00:00,146.1699981689453,146.17999267578125,145.58999633789062,145.72500610351562,75714
2023-06-02 18:30:00+00:00,146.0,146.16000366210938,145.9250030517578,146.13999938964844,96516
2023-06-02 19:30:00+00:00,145.77000427246094,146.14999389648438,145.72000122070312,146.0500030517578,143709
2023-06-05 13:30:00+00:00,145.75999450683594,146.9199981689453,145.02000427246094,145.38999938964844,61808
2023-06-05 14:30:00+00:00,145.2624969482422,145.94000244140625,145.14999389648438,145.72999572753906,41793
2023-06-05 15:30:00+00:00,145.625,145.8000030517578,145.0399932861328,145.26499938964844,40992
2023-06-05 16:30:00+00:00,145.2899932861328,145.6300048828125,145.17999267578125,145.52999877929688,44563
2023-06-05 17:30:00+00:00,145.3800048828125,145.7899932861328,145.07000732421875,145.19000244140625,35577
2023-06-05 18:30:00+00:00,145.24000549316406,145.4550018310547,144.6199951171875,145.3800048828125,83613
2023-06-05 19:30:00+00:00,145.91000366210938,145.94000244140625,145.23500061035156,145.23500061035156,164179
2023-06-06 13:30:00+00:00,145.68020629882812,146.6300048828125,144.89999389648438,146.6300048828125,70667
2023-06-06 14:30:00+00:00,145.53640747070312,146.02999877929688,144.97999572753906,145.8300018310547,57224
