Price,Close,High,Low,Open,Volume
Ticker,DASH,DASH,DASH,DASH,DASH
Datetime,,,,,
2023-06-01 13:30:00+00:00,66.86000061035156,67.26000213623047,64.58999633789062,64.83000183105469,688923
2023-06-01 14:30:00+00:00,67.36000061035156,67.41000366210938,66.47000122070312,66.87999725341797,575490
2023-06-01 15:30:00+00:00,68.31500244140625,68.33000183105469,67.16999816894531,67.3499984741211,633011
2023-06-01 16:30:00+00:00,68.5199966430664,68.73500061035156,67.91000366210938,68.31500244140625,359473
2023-06-01 17:30:00+00:00,68.81999969482422,68.86000061035156,68.45999908447266,68.54000091552734,246411
2023-06-01 18:30:00+00:00,68.4800033569336,69.08999633789062,68.41999816894531,68.80269622802734,488158
2023-06-01 19:30:00+00:00,67.55999755859375,68.54000091552734,67.2300033569336,68.4800033569336,845880
2023-06-02 13:30:00+00:00,68.22000122070312,69.95999908447266,67.4800033569336,69.0,588386
2023-06-02 14:30:00+00:00,68.98999786376953,69.3499984741211,68.05500030517578,68.22000122070312,451425
2023-06-02 15:30:00+00:00,68.4800033569336,69.0999984741211,68.4000015258789,69.05999755859375,183037
2023-06-02 16:30:00+00:00,68.9749984741211,68.9800033569336,68.41000366210938,68.4800033569336,265928
2023-06-02 17:30:00+00:00,68.30500030517578,68.9800033569336,68.19000244140625,68.9800033569336,228498
2023-06-02 18:30:00+00:00,67.91000366210938,68.44000244140625,67.91000366210938,68.33000183105469,300450
2023-06-02 19:30:00+00:00,67.88999938964844,67.92500305175781,67.69999694824219,67.91999816894531,507297
2023-06-05 13:30:00+00:00,67.79000091552734,68.47000122070312,67.0,67.66000366210938,460728
2023-06-05 14:30:00+00:00,68.79000091552734,68.83000183105469,67.69000244140625,67.76499938964844,440181
2023-06-05 15:30:00+00:00,69.58000183105469,69.63999938964844,68.68000030517578,68.7750015258789,473141
2023-06-05 16:30:00+00:00,69.4000015258789,69.85350036621094,69.3499984741211,69.55999755859375,277184
2023-06-05 17:30:00+00:00,68.86000061035156,69.56999969482422,68.80000305175781,69.40989685058594,412890
2023-06-05 18:30:00+00:00,69.36499786376953,69.41000366210938,68.52970123291016,68.87000274658203,293509
2023-06-05 19:30:00+00:00,69.36000061035156,69.72000122070312,69.31999969482422,69.36499786376953,477311
2023-06-06 13:30:00+00:00,68.9905014038086,69.11499786376953,67.94999694824219,68.76000213623047,575064
2023-06-06 14:30:00+00:00,70.0999984741211,70.68000030517578,68.96009826660156,69.0199966430664,730499
