Date,Close,High,Low,Open,Volume
2001-11-26,75.13333129882812,75.39904653799037,74.57597159379365,75.01667450138947,13726000
2001-11-27,74.80931854248047,75.76201532223162,73.9408720088948,74.93245770149832,19261400
2001-11-28,73.45478820800781,74.64079845384943,73.39646226700863,74.36211853178641,20195500
2001-11-29,74.4463882446289,74.4787899033276,73.23445347347987,73.66219690255133,16354700
2001-11-30,73.91492462158203,74.47228436369271,73.89547770025592,74.14175592487089,13680300
2001-12-03,73.47425079345703,73.93439588944224,73.240937090626,73.65571590798038,15220400
2001-12-04,74.71858215332031,74.72506446255537,73.46128116759074,73.83069368113817,17239900
2001-12-05,76.0860824584961,76.4749370818658,74.8935893430002,74.92599595517885,25204000
2001-12-06,76.04716491699219,76.43602433858159,75.78144958642925,76.04716491699219,17972900
2001-12-07,75.5416259765625,75.88511405473918,74.98426628363582,75.76197989784919,18857800
2001-12-10,74.12879943847656,75.43146641526813,74.10935745957032,75.08149596129941,13862700
2001-12-11,73.97975158691406,74.99725650029151,73.81772848004151,74.4658209075317,20833300
2001-12-12,74.06398010253906,74.38802622125479,73.30571337143658,74.23896777559432,16171500
2001-12-13,72.62525177001953,73.68812318864168,72.61229209423074,73.5261000462352,19026700
2001-12-14,73.31867218017578,73.55198577847725,72.58632974051088,72.80020136304577,16721900
2001-12-17,74.07695770263672,74.1158416614429,73.16962742225871,73.22795336046798,13925900
2001-12-18,74.51768493652344,74.62785948534413,74.10290114795319,74.29084858423467,13663700
2001-12-19,75.04263305664062,75.1268833037214,73.88254685910303,73.94087281218506,20143400
2001-12-20,74.30380249023438,75.04910981779761,74.23899423230564,74.85468009945829,14867900
2001-12-21,74.75446319580078,74.83250357110241,74.26672201367535,74.80649011266853,14037700
2001-12-24,74.61139678955078,74.81299489093037,74.53335641406842,74.67642795500615,5728800
2001-12-26,75.02108001708984,75.5738522362651,74.55935240052892,74.55935240052892,10304800
2001-12-27,75.47631072998047,75.48931993828609,74.9495519094654,74.9820699686702,9407300
2001-12-28,75.43729400634766,75.9250351313887,75.38526709556905,75.62588783675065,10593800
2001-12-31,74.33174896240234,75.69091850721922,74.28622665615391,75.53484273744736,14619500
2002-01-02,75.13166809082031,75.27473966416134,74.01311393003873,74.8585341571116,18651900
2002-01-03,75.98358917236328,76.05512496017255,75.13817389339368,75.20970968120295,15743000
2002-01-04,76.4908218383789,76.72493799128733,75.7949779843343,76.19817416646355,20140700
2002-01-07,75.9510498046875,76.73143363264326,75.8014736741903,76.54283979921608,13106500
2002-01-08,75.77546691894531,76.12664116104634,75.41779303348747,75.95105652077572,12683700
2002-01-09,75.15764617919922,76.59485591949299,75.00807006977557,75.87950335105862,16610300
2002-01-10,75.48933410644531,75.66491875905173,74.98208404162658,75.23570907403594,12823400
